,Unnamed: 0,id,time,rating,comment
482,482,3Bjnre3_kCgGR8n7cpL8nA,2022-11-06,4 star rating,"Yesterday was my first time at Silver spoon diner. Me and my friend have passed there. Plenty of times when we do a Costco run, which is only two blocks away. We have always had the curiosity to go there, but tend to forget that it's there because it's in the middle of the block kind of hidden next to the post office. But I do have to say that I was highly highly unexpected and what happened and how the food was there when we went for breakfast. Me and my friend got breakfast. I had the three a platter with turkey bacon and corn beef hash my friend had the breakfast with pancakes and a side of corn beef hash. The platters are actually a really good price and value in terms of size for what you're paying and getting the only thing that was a little surprising to us. It was the size of the corn beef hash, which is almost 6 dollars for a side of it and when you get it, it is really small. But the fact of the matter is that it is home made corn beef hash so it was the best corn beef hash I have had in a really really long time you can taste the real corn beef and not process canned corn beef hash. I have gone to many diners in the area of Queens, and this by far took the number one spot of corn beef hash especially when it's really hot it taste so good That has alone made it even more amazing. The staff is wonderful very attentive and it's clean so I highly recommend this place. If you go for breakfast try the corn beef hash I haven't tried everything else, but just on breakfast alone it made my day it was satisfying and they are very quick service. They're very friendly, so please please give it a chance. I am looking forward to going there again and even trying something new I see they do have a lot of pieces I'm curious about that so if you're in the area, queen, center mall or the Rego Park Center look for this diner, you won't be disappointed."
528,528,WdaLydR9O57rWbTnQQQ1OQ,2022-12-16,1 star rating,Foods were all so old.A guy who work there couldn't speak English much yet very arrogant and rude.Quite dirty place.Highly recommend not to try here.
550,550,pTv4RDll3N_CGG3BwtEctg,2022-08-28,1 star rating,"Insects on the cake...Only one option of lemonade...Dirty inside, staff is not polite and attentive"
550,550,pTv4RDll3N_CGG3BwtEctg,2022-08-28,1 star rating,"Insects on the cake...Only one option of lemonade...Dirty inside, staff is not polite and attentive"
559,559,OuNYQaqEJjkBHRdnC-4HOw,2023-03-13,4 star rating,"This Starbucks is extremely convenient if you live or work in the area, and you're in the mood for a quick Latte or Macchiato on the-go! I suggest you place your order ahead of time on the Starbucks app, as this place tends to get very busy on the Weekday mornings. The staff is extremely friendly and attentive. However, if you are looking for a Starbucks to enjoy your coffee and catch up on some work or study, this is not the place, this is more of an ""express"" Starbucks, it is very small and has no seating area. The place is kept very clean and the staff runs a tight ship."
570,570,pTv4RDll3N_CGG3BwtEctg,2022-08-28,1 star rating,"Insects on the cake...Only one option of lemonade...Dirty inside, staff is not polite and attentive"
570,570,pTv4RDll3N_CGG3BwtEctg,2022-08-28,1 star rating,"Insects on the cake...Only one option of lemonade...Dirty inside, staff is not polite and attentive"
579,579,OuNYQaqEJjkBHRdnC-4HOw,2023-03-13,4 star rating,"This Starbucks is extremely convenient if you live or work in the area, and you're in the mood for a quick Latte or Macchiato on the-go! I suggest you place your order ahead of time on the Starbucks app, as this place tends to get very busy on the Weekday mornings. The staff is extremely friendly and attentive. However, if you are looking for a Starbucks to enjoy your coffee and catch up on some work or study, this is not the place, this is more of an ""express"" Starbucks, it is very small and has no seating area. The place is kept very clean and the staff runs a tight ship."
588,588,idha1p-gDIbkNFF-PfWmEA,2023-01-29,3 star rating,"It's a dive bar. It looks, smells, walks, talks and ducks like a dive bar. I'm giving this place 3 stars bc it's sticky icky like a dive bar. As it should be!With that said-- if I was ever in the mood for a dive bar-- I'd come back to this one."
598,598,idha1p-gDIbkNFF-PfWmEA,2023-01-29,3 star rating,"It's a dive bar. It looks, smells, walks, talks and ducks like a dive bar. I'm giving this place 3 stars bc it's sticky icky like a dive bar. As it should be!With that said-- if I was ever in the mood for a dive bar-- I'd come back to this one."
608,608,idha1p-gDIbkNFF-PfWmEA,2023-01-29,3 star rating,"It's a dive bar. It looks, smells, walks, talks and ducks like a dive bar. I'm giving this place 3 stars bc it's sticky icky like a dive bar. As it should be!With that said-- if I was ever in the mood for a dive bar-- I'd come back to this one."
618,618,idha1p-gDIbkNFF-PfWmEA,2023-01-29,3 star rating,"It's a dive bar. It looks, smells, walks, talks and ducks like a dive bar. I'm giving this place 3 stars bc it's sticky icky like a dive bar. As it should be!With that said-- if I was ever in the mood for a dive bar-- I'd come back to this one."
641,641,bKXnm2k44mSdU0fP69lY-g,2023-03-09,5 star rating,"5/5 service. So speedy and they keep an eye on you to see if you need water/napkins/etc. Food comes out pretty fast too! 5/5 ambiance. Love the vibe and decoration. I felt like I came to Asia and was somewhere else, and not Flushing, while eating dinner! Absolutely loved it.5/5 food. The salad that comes out while waiting for the food we ordered was so good and refreshing, every dish portion size was good, price was affordable, and taste was all amazing. Everything tasted so authentic and flavorful, and each dish was so clean and well seasoned. I would definitely come back here for the dishes that I tried, and to try many of their other dishes! One thing to just note is that the mapo tofu here was PRETTY spicy.. and gave my tongue a tingly feeling! As I kept eating more, my water also started to taste a little funky and sparkly.. I really don't know what kind of spice they put in there to season it but don't get me wrong, it was absolutely delicious, but it just wasn't something that I was expecting! Overall, this place is awesome for Szechuan food. Don't forget to get their house special candies as you walk out!! It is also so yummy (:"
